"","groupid","count","true_ate","ate_s","ate_t","ate_x","ate_cf"
"38",41,39,0.546189579872513,0.0848584234903526,0.249239989272239,0.231930076132111,1.07603142285832
"39",42,38,0.364914166397955,0.0746808597256837,0.215814822358101,0.237520592861862,2.23601700396927
"40",43,38,0.286831395553523,0.144152690967107,0.379655520090073,0.438760981338135,4.03727032032092
"41",44,39,0.496745227355706,0.103874688470729,0.290025839064371,0.292218308574626,3.1891816522715
"42",45,39,0.239081476550353,0.0692527333766263,0.210260828119549,0.295217629767423,1.85528615000327
"43",46,39,0.0135739873016351,0.0744943507439295,0.177857171447214,0.229128594797219,1.5796296478626
"44",47,34,0.585292861460605,0.0521914647477729,0.128195447252946,0.126662855482418,1.7369026352935
"45",48,36,0.431252516650905,0.0642704272880612,0.221252323963581,0.2801125776597,3.00185468203048
"46",49,29,0.530139991100512,0.0637887966781976,0.185271427810563,0.230310669617406,1.8289991901779
"47",50,39,0.418707608706073,0.0950867891517937,0.285651548233098,0.27390730186297,1.92792183810722
"48",51,35,-0.195457848328117,0.0570886648128908,0.1683073529926,0.20995531571887,1.66804269794822
"49",52,37,-0.318521171523367,0.100791028572183,0.281886182340058,0.297711753414648,1.75721358127153
"50",53,40,0.948600766249001,0.0762028290007259,0.203580972924566,0.175769723547578,2.20533520737123
"51",55,40,0.0621341024059801,0.0755599970153564,0.205349457751592,0.212903678000596,1.66802316419691
"52",56,35,-0.0847127030708583,0.061596952870071,0.201083936420135,0.209000048073889,1.52868733356192
"53",57,16,-0.697493106010371,0.036896691535972,0.102799301818457,0.138342608877103,0.389833317580649
"54",58,37,0.298295696060557,0.108430490992142,0.312094990728362,0.33185420237842,2.39629286066965
"55",59,37,-0.529529524651187,0.0712450978393298,0.219582813978578,0.153572133390343,1.08622078871352
"56",60,40,-0.709930196125061,0.0491470090718984,0.146241088504721,0.143117525253774,0.517550930165561
"57",61,39,-0.778757007023026,0.045229343641105,0.146240583982694,0.213291856208606,1.14654086676087
"58",62,39,0.291099376584354,0.0749359976977779,0.222943591757388,0.291975220257116,2.44427971204464
"59",63,40,-0.0680546801537276,0.0372059333827271,0.126173479933143,0.0940897348610326,0.809223167617241
"60",64,38,-0.211519685622893,0.101197374478566,0.25789449474151,0.294720511276394,1.72706012465209
"61",65,38,0.353565647413857,0.103523023567499,0.28178841020803,0.357159282059146,2.77992239207655
"62",66,21,0.468091416837914,0.067996870443865,0.221887885952083,0.199000336327007,1.06565596752536
"63",67,37,0.0427125961443535,0.0968467630615651,0.243106250014647,0.267963819483976,1.34741399540491
"64",68,40,0.405409340001644,0.0943591364599426,0.274568918244281,0.265447162194043,1.83316230735216
"65",69,39,0.544785992875327,0.0884358974962134,0.217806028109837,0.231499432876257,1.58533529540555
"66",70,38,-0.169019613528831,0.0898667309568089,0.272721796077426,0.278219683465614,1.28448675250978
"67",71,37,0.0637185506084391,0.0732596349354095,0.220915740986675,0.220194069987586,0.713106944649444
"68",72,39,0.672832087074456,0.0613999476766052,0.188106420577848,0.125446674311951,1.69593591973655
"69",73,36,0.924938484541955,0.115370434255642,0.290451377582238,0.298165196841096,2.51346471923392
"70",74,20,0.216389348357916,0.0456124319441024,0.176575766986513,0.21992125134191,1.53775855488014
"71",75,38,0.66244153140061,0.0582871783387257,0.188560255811989,0.180477651948869,1.26697981893285
"72",76,39,0.0416314946879685,0.0695446608445159,0.17936418843901,0.206412781701219,1.27900327147918
"73",77,38,-0.126512163955914,0.0640607257317989,0.209026310749011,0.235355210800574,1.26192122544078
"74",78,38,0.0840861956147768,0.0634398299168472,0.202345009411172,0.244822833757746,1.85093297020571
"75",79,35,0.697527385565141,0.108073484094036,0.317220559906554,0.293132838333182,2.57480736068461
"76",80,37,0.476147186103663,0.0875552050059967,0.243688396930095,0.231813011519037,2.3582172696528
"77",81,24,0.854020768724796,0.112346328664235,0.322143229233769,0.298998735668466,3.05583354080237
"78",82,37,0.907466409128835,0.122400149561214,0.328534986195249,0.327204267099973,2.41308915864775
"79",83,20,0.18607260491699,0.0816300916977708,0.239067342151557,0.242093928055379,1.41873113988975
"80",84,18,0.0979767259624278,0.0553725371160983,0.123081165891257,0.183829700266675,0.784565285962748
"81",85,19,0.269346189734183,0.102878448076015,0.265074342438716,0.349468301936641,2.89814207007011
"82",86,37,0.0946828744956967,0.0985756941159582,0.260958829491335,0.312576651058594,1.53234688065324
"83",87,20,0.211066244728863,0.0763100664337665,0.190118526205644,0.198049419701134,2.68142071186417
"84",88,19,1.06993965961431,0.165019015919417,0.416193622650739,0.347684418936267,4.09915420015494
"85",89,35,0.0762083543467587,0.0681710447630906,0.209919346212799,0.263352536886293,2.44234519711663
"86",90,39,0.172685676764109,0.0743756200945045,0.206786488979065,0.201518866254527,2.34414279717
"87",91,37,0.209586227290899,0.102920360460172,0.30476934204584,0.283423317474957,1.48766084028327
"88",92,34,0.775540453795758,0.0869191382735902,0.254371058007093,0.275446417588674,2.25217174224936
"89",93,39,-0.377975166804697,0.0611004845307088,0.168922153554303,0.194386641727493,0.592802806495285
"90",94,35,-0.309908282036095,0.0591715300009093,0.18471729501709,0.256444493390536,1.41611464727269
"91",95,39,0.281267460675812,0.0893601778799884,0.240120013578256,0.285920402832223,2.69091202096935
"92",96,33,0.436759045482095,0.0718779464229748,0.204423022777968,0.251968520772894,2.29325989073112
